"PG.ProteinAccessions","NT01","NT02","NT04","NT05","NT06","NT07","NT08","NT10","NT11","NT18","NT19","NT20","NT21","NT22","NT23","NT25","NT26","NT27","NT28","NT30","NT31","NT32","NT33","NT34","NT35","NT36","NT37","NT38","NT39","NT40","NT41","NT42","NT44","NT45","NT47","NT48","NT49"
"A0A075B6K0;P01717;P01718","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"A0A075B6K5;P80748","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"O00148","21326.359380000002","76993.695309999996","66676.679690000004","59915.222659999999","61318.917970000002","85479.101559999996","52466.503909999999","37169.671880000002","27348.380860000001","31036.929690000001","118711.41409999999","47587.539060000003","NaN","79872.734379999994","99076.367190000004","71914.960940000004","65001.144529999998","65262.835939999997","69418.375","81856.007809999996","115511.3281","89701.46875","99723.984379999994","110158","86083.382809999996","76433.21875","67925.898440000004","170131.29689999999","112777.7031","100109.375","42964.1875","126245.2031","100219.5313","396711.96879999997","73721.5625","39305.339840000001","35369.582029999998"
"O00151","563978.875","556024.125","45915.773439999997","248841.64060000001","560247.1875","347737.125","1012985.875","538860.5","1557580.625","373643.25","1116521.25","72911.273440000004","5903026","663124.875","1411860.125","421502.9375","819173.4375","807864.3125","52654.195310000003","736592.125","953751.3125","296821.4375","149827.73439999999","185079.75","53146.773439999997","932018.8125","342995.78129999997","131922.1563","1839429.375","193961","525047.5625","677738.5625","597769.1875","70541.664059999996","363710.9375","432651.5","367438.09379999997"
"O00154","140593.2813","704431.8125","357218.09379999997","107229.7656","830949.375","101719.44530000001","97442.320309999996","92817.882809999996","389705.0625","78242.015629999994","54095.792970000002","90547.039059999996","NaN","68455","268835.59379999997","744207.4375","82323.117190000004","416586.03129999997","75636.5625","210930.48439999999","252298.73439999999","58455.839840000001","634443.3125","319856.625","134174.32810000001","171091.42189999999","103454.7969","594948.25","469887.5","773200.5625","293328.1875","352969.625","335272.5625","488142.6875","80254.195309999996","886497.5","49682.566409999999"
"O00159","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","24018.386719999999","NaN","NaN","NaN","NaN","14089.63867","NaN","NaN","NaN","83369.328129999994","NaN","NaN","NaN","NaN","73345.210940000004","NaN","NaN","22622.865229999999","NaN","44503.707029999998","30108.5625","NaN","NaN","141962.32810000001","54597.507810000003","24522.644530000001","NaN","NaN"
"O00160","NaN","115165.8906","26410.671880000002","225596.76560000001","189724.375","9844.2529300000006","30177.068360000001","43718.019529999998","53165.835939999997","55678.609380000002","23133.248049999998","194569.1563","1132268.5","24790.292969999999","24876.867190000001","81269.5625","190188.5","31809.8125","95337.132809999996","31599.04492","38246.640630000002","32900.398439999997","30680.902340000001","25655.324219999999","67769.578129999994","22339.943360000001","52502.316409999999","280963.96879999997","73894.0625","40950.84375","73925.25","32002.427729999999","1030330.938","1707326.25","200372.8125","NaN","29875.160159999999"
"O00161","139193.70310000001","72736.398440000004","86676.945309999996","137592.3125","74729.289059999996","164373.8125","94980.992190000004","136560.8125","156415.75","166564.51560000001","73200.15625","226094.0313","761632.4375","104624.9219","96072.34375","77945.960940000004","126599.61719999999","95793.484379999994","118736.16409999999","94315","160276","116708.05469999999","111902.0938","91130.054690000004","84553.625","89885.9375","69692.421879999994","115134.875","195835.04689999999","132012.35939999999","87615.234379999994","74755.273440000004","304780.125","95809.085940000004","127158.83590000001","79593.695309999996","115509.64840000001"
"O00165","NaN","67341.351559999996","64191.554689999997","32079.068360000001","65462.980470000002","57180.140630000002","39157.097659999999","50635.90625","NaN","41105.289060000003","33855.695310000003","34455.761720000002","NaN","64814.320310000003","53514.160159999999","75411.523440000004","59698.335939999997","45518.613279999998","89747.226559999996","43155.839840000001","8186.3715819999998","36853.25","73852.046879999994","63094.015630000002","32227.068360000001","33100.523439999997","43365.921880000002","86630.078129999994","NaN","60150.378909999999","32144.324219999999","46491.320310000003","140223.9063","NaN","35868.804689999997","72162.046879999994","45870.238279999998"
"O00170","255281.39060000001","157992.8438","193683.9375","96725.75","181894.8438","197106.32810000001","181946.82810000001","297139.0625","258013.23439999999","238995.9375","157881.2188","122046.32030000001","4312504","158920.2813","225722.8438","137435","212742.9375","300664.0625","132649.625","205853.3125","328865.40629999997","224130.75","162185.39060000001","224763.92189999999","335454.59379999997","268156.25","322548.78129999997","308748.90629999997","485544.28129999997","219708.8125","245557.70310000001","269147.40629999997","345197.875","475823.15629999997","134146.60939999999","210650.82810000001","148171.51560000001"
"O00178","187524.7188","105422.2344","113657.3906","222481.4688","130813.0938","148191.51560000001","167632.2813","186552.1875","125886.0938","162373.0313","150781.5313","152960.1875","NaN","140510.4688","171282.1875","106922.71090000001","185314.125","191399.0313","148248.54689999999","156748.95310000001","172053.2813","127433.6719","122670.86719999999","79721.414059999996","102602.86719999999","178446.10939999999","117354.75","155817.45310000001","233575.9688","121783.39840000001","171825.32810000001","178710.7188","207775.54689999999","66326.695309999996","142749.45310000001","131736.5625","146411.9063"
"O00182","125519.9844","NaN","60472.960939999997","NaN","NaN","NaN","50728.921880000002","162841.01560000001","200961.98439999999","156812.89060000001","91480.070309999996","35903.761720000002","NaN","88310.164059999996","56389.789060000003","19628.939450000002","190326.07810000001","157574.3438","NaN","66227.867190000004","317355.6875","104512.17969999999","15770.622069999999","38278.878909999999","46780.054689999997","103370.50780000001","46905.15625","NaN","180465.35939999999","NaN","58013.179689999997","61524.796880000002","NaN","69630.359379999994","21617.363280000001","22703.220700000002","112552.50780000001"
"O00186","46764.84375","31112.027340000001","52222.1875","59506.308590000001","35991.8125","106175.4219","53346.144529999998","78262.664059999996","80479.617190000004","116678.47659999999","58263.570310000003","60686.015630000002","NaN","56760.433590000001","45501.257810000003","34385.394529999998","86510.703129999994","57701.015630000002","79481.828129999994","49286.324220000002","76317.703129999994","64529.007810000003","54323.683590000001","58906.726560000003","36642.738279999998","49087.378909999999","43985.210939999997","77108.023440000004","138342.5625","51537.285159999999","48642.484380000002","45753.230470000002","158929.35939999999","63128.34375","60458.257810000003","42443.589840000001","66975.78125"
"O00189","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"O00193","160324.54689999999","63773.96875","236879.9375","111164.375","96501.375","96984.507809999996","172281.7813","169769.29689999999","166474.9688","97488.75","93062.53125","86284.25","2656067.25","114291.125","74519.398440000004","81227.710940000004","127414.7813","104644.1094","341173.96879999997","77760.578129999994","129037.71090000001","149618.9063","77880.945309999996","112044.78909999999","99294.046879999994","73980.78125","121330.16409999999","102327.32030000001","151577.5938","54260.917970000002","93241.210940000004","76615.234379999994","342524.65629999997","197760.1875","86497.242190000004","79530.765629999994","118347.4531"
"O00203","113788.53909999999","88150.03125","127004.11719999999","357294.3125","182130.39060000001","140026.5938","124876.0938","124732.72659999999","238415.73439999999","104254.5","96692.585940000004","129011.78909999999","1164744.5","106540.7188","124637.4844","140262.2188","119416.55469999999","95658.671879999994","135735.10939999999","109409.91409999999","196973.32810000001","113245.83590000001","212849.98439999999","120413.82030000001","69650.8125","124177.35159999999","124278.00780000001","120541.7969","183021.48439999999","215760.70310000001","125495.625","106006.47659999999","129249.97659999999","144038.6563","158000.125","143437.9375","126601.8594"
"O00214","48977.921880000002","NaN","68364.265629999994","NaN","NaN","NaN","NaN","77898.34375","NaN","100581.6563","83074.609379999994","NaN","NaN","22676.947270000001","31372.902340000001","NaN","43285.050779999998","39438.96875","NaN","34412.320310000003","68261.773440000004","88988.695309999996","NaN","53385.175779999998","58571.542970000002","47578.375","34316.457029999998","NaN","80572.15625","NaN","40130.859380000002","40168.207029999998","NaN","74585.054690000004","43071.578130000002","NaN","25928.757809999999"
"O00217","382361.40629999997","101989.0469","363866.6875","131965.4688","106530.16409999999","363825.625","226317.48439999999","240640.8125","568706.0625","249827.9688","142422.07810000001","112849.5469","7598931","187371.8438","204379.76560000001","87949.742190000004","220269.67189999999","198429.51560000001","215134.5625","214886.76560000001","275149.21879999997","216958.85939999999","102585.5313","303404.09379999997","142940.20310000001","207588.5","233500.35939999999","210652.5938","455161.6875","89469.703129999994","327672.125","184564.875","730803.625","299865.15629999997","123620.0313","125926.96090000001","188276.5313"
"O00231","176475.75","152250.9688","174315.8438","92575.75","169328.35939999999","171628.51560000001","135398.6563","142638.42189999999","119544.80469999999","162854.82810000001","127913.0781","85601.984379999994","1517466.375","122117.9375","112463.1094","162902.9375","135199.9688","155317.4375","121418.82030000001","102420.9844","281069.9375","144200.4063","208290.57810000001","148665.73439999999","145561.7813","131468.54689999999","169090.4375","187718.5938","281618.84379999997","214408.73439999999","147408.0313","129625.375","261273.375","228760.23439999999","105141.03909999999","192380.64060000001","158538.95310000001"
"O00232","189693.8438","193252.89060000001","209054.10939999999","223200.67189999999","142259.7813","162134.95310000001","172008.25","178095.76560000001","221741.6563","172341.73439999999","187872.2813","189451.17189999999","983197.0625","171721.5938","120246.3438","168544.375","108571.52340000001","117744.42969999999","142335.25","112069.35159999999","215483.01560000001","159399.875","283274.84379999997","145049.82810000001","125547.92969999999","134673.5","209715.4688","147097.8438","161113.6875","234556.76560000001","168267.98439999999","125297.5156","305891","220881.25","181790.85939999999","158814.4688","159182.3438"
"O00233","187458.20310000001","150849.01560000001","165993.8125","178044.26560000001","152901.0938","194001.9375","157115.9688","189693.39060000001","178265.0938","176185.8438","153225.75","153418.875","1704436.125","143293.875","139027.04689999999","151681.64060000001","163550.45310000001","151365.92189999999","140111.51560000001","130378.0938","225203.48439999999","132211.375","148970.9063","137708.01560000001","114697.83590000001","119738.97659999999","171265.9375","215361.5625","239198.2188","185800","134168.5625","128633.0313","374984.4375","190763.6563","126085.4844","169545.73439999999","137894.3438"
"O00244","118318.49219999999","244317.5625","90708.328129999994","53551.417970000002","250248.4375","110988.5781","105238.9531","140809.25","127848.0313","139967.82810000001","67233.039059999996","94333.859379999994","6155012.5","132895.2813","168156.35939999999","267515.84379999997","103658.1406","71419.109379999994","64316.609380000002","72891.242190000004","95912.421879999994","45901.6875","25124.617190000001","66560.9375","55845.078130000002","93439.1875","68798.84375","288223","169589.20310000001","64293.386720000002","93805.601559999996","69272.203129999994","211955.1875","88600.1875","52921.855470000002","307945.90629999997","89203.671879999994"
"O00255","68175.25","34639.054689999997","74499.390629999994","47334.179689999997","33431.53125","91028.203129999994","72192.664059999996","75818.640629999994","67482.6875","104570.1406","101641.1094","54842.222659999999","NaN","72282.859379999994","71988.359379999994","42686.070310000003","49453.804689999997","49305.417970000002","88762.6875","89304.375","104594.99219999999","74072.8125","61945.046880000002","85850.203129999994","57052.363279999998","59206.585939999997","112204.125","55300.457029999998","133859.82810000001","58377.609380000002","75689.78125","54413.929689999997","269658.0625","88965.71875","62632.460939999997","38306.648439999997","59712.5"
"O00257","NaN","27512.058590000001","NaN","NaN","NaN","NaN","20128.61133","NaN","NaN","NaN","41460.371090000001","NaN","NaN","38283.382810000003","43444.347659999999","NaN","173398.6875","NaN","NaN","NaN","NaN","NaN","53034.207029999998","NaN","NaN","23787.212889999999","NaN","65325.996090000001","140761.48439999999","NaN","NaN","NaN","139446.75","NaN","NaN","26881.746090000001","NaN"
"O00258","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"O00264","235111.57810000001","248597.82810000001","352829.8125","218038.875","266217.28129999997","713318.375","186678.0938","374284.25","487003.96879999997","280542.59379999997","258037.4688","210523.4375","4418461","278844.34379999997","143629.8125","210060.7188","295984.71879999997","236211.7188","336521.125","198375.7813","196320.79689999999","303267.125","601215.4375","402398.6875","277538.5625","165067.6563","387228.34379999997","622245.8125","342335.84379999997","513292.21879999997","207174.20310000001","263595.4375","863288.75","288459.96879999997","216308.9375","244571.95310000001","470484.21879999997"
"O00267","184800.0313","122496.74219999999","152258.125","135841.8438","117578.78909999999","162789.4375","150832.4688","166850.51560000001","181873.9688","147712.2188","215431.48439999999","88451.640629999994","3500881.25","178260.7188","160499.7188","119381.3594","117182.4531","99321.546879999994","90023.257809999996","126996.75","135347.20310000001","141233.6875","178983.6563","135462.01560000001","122034.1406","125868.25780000001","158507.3125","126049.25","214959.4375","158438.3125","121849.0938","105618.80469999999","297987.90629999997","158984.73439999999","118173.0938","116367.2188","128883.4219"
"O00268","58912.335939999997","36938.6875","55302.78125","32643.333979999999","26152.73242","53150.273439999997","75764.796879999994","47336.265630000002","62015.390630000002","51002.703130000002","37573.882810000003","142778.375","NaN","75225.398440000004","43278.363279999998","35248.75","70863.484379999994","46848.378909999999","NaN","77216.914059999996","56394.359380000002","63652.445310000003","45451.757810000003","62251.277340000001","55437.816409999999","61768.5","51327.878909999999","81063.070309999996","100573.6094","46516.246090000001","51111.984380000002","52605.75","161154.54689999999","83892.703129999994","60282.777340000001","41363.128909999999","48330.195310000003"
"O00273","160762.20310000001","115742.9688","121481.2031","5589.5029299999997","138589.75","173025.8125","170395.0625","131944.1563","167011.75","171114.26560000001","128157.9063","13613.92383","569146.5","196480.98439999999","168810.67189999999","158319.5938","173676.3438","155374.3125","18898.591799999998","169794.26560000001","175225.20310000001","150503.25","246995.4375","157355.54689999999","148447.0938","172204.75","193520.70310000001","290765.125","222021.60939999999","212694.98439999999","123736.6094","149058.3125","390663.375","176475.375","47100.242189999997","135086.17189999999","207066.73439999999"
"O00287","30847.916020000001","13932.17578","27992.519530000001","NaN","NaN","51557.980470000002","48734.640630000002","34109.589840000001","54492.253909999999","58056.796880000002","40347.792970000002","NaN","NaN","51159.371090000001","21162.324219999999","24815.337889999999","31358.054690000001","21161.007809999999","38744.1875","45480.136720000002","63547.242189999997","NaN","NaN","22556.20508","13394.57617","39347.9375","NaN","NaN","98826.359379999994","28663.912110000001","44673.003909999999","33937.710939999997","169333.60939999999","61993.347659999999","NaN","24620.068360000001","NaN"
